application,window,partition,ari_mean,ari_std,ami_mean,ami_std,mapped_balanced_accuracy_mean,mapped_balanced_accuracy_std,silhouette_mean,silhouette_std,recall_low_mean,recall_low_std,recall_medium_mean,recall_medium_std,recall_high_mean,recall_high_std
SSH,10,train,0.3106918352629955,0.00719949494180552,0.29298665175883787,0.002593677747460018,0.5694260205181572,0.0323272453711133,0.37579313460185115,0.02953014813740001,0.8859049207673062,0.03401235743834691,0.2033292231812577,0.21102847267356828,0.6190439176059075,0.08667901698167157
SSH,10,validation,0.5328153939600678,0.017166237863565168,0.4963147031234838,0.021387952654299262,0.6324522912887598,0.01457638695453985,0.4431053763626595,0.04395326475839037,0.9823970037453182,0.01739659050560842,0.14336633663366338,0.2751926720754801,0.7715935334872979,0.29985586803402764
SSH,20,train,0.3211191319625419,0.01324240730482038,0.32012638307703384,0.008096109283896532,0.5973301435736125,0.023823207408902845,0.359597346159828,0.015521502797804216,0.8686405337781483,0.03769540610638137,0.5198520345252774,0.04458913591324948,0.4034978624174116,0.06629406028118284
SSH,20,validation,0.5554304394092469,0.003950571953953346,0.5241830840806607,0.00745425900745978,0.5296780140686306,0.06540939030256436,0.43142800439870366,0.03263015225255986,0.9838951310861423,0.002916181929287904,0.47603960396039613,0.12192778866388844,0.12909930715935336,0.07940593960439615
Video,1,train,0.21137360823630455,0.01599374378672907,0.21647602006087047,0.0083175413313046,0.584732709040639,0.012401011384160134,0.43364933163437025,0.022233328174031952,0.9199604743083004,0.038624547084574,0.6081950207468879,0.022301698317278885,0.22604263206672845,0.07174305381531218
Video,1,validation,0.21757113717603546,0.01728158566184283,0.19041029914093308,0.007133321007806765,0.5230023887776158,0.01900349897216306,0.3869628042048846,0.03453408553884597,0.8147473073736536,0.0738263140011627,0.5544654088050314,0.0447063207666505,0.1997944501541624,0.06414423280958337
Video,3,train,0.2364659418300877,0.0403447007955179,0.24697401653555281,0.02836858942641944,0.6024599904065268,0.027641255130748322,0.3480718378350242,0.015587460007909197,0.9598814229249012,0.012403055620177354,0.5839211618257261,0.10660789441596358,0.26357738646895273,0.03830545503667393
Video,3,validation,0.2703248861032598,0.011335009890451801,0.2320741888883764,0.009877974694605461,0.5450351787119223,0.018772008923264215,0.2988760098030969,0.03335128190437923,0.8792046396023198,0.04008777827130813,0.5353459119496855,0.10187359181508909,0.22055498458376155,0.03819025418291829
Video,5,train,0.26892918194360804,0.026560111118104184,0.27451031194219205,0.016400382635090426,0.6179109397145713,0.016564518580627522,0.34802913608886776,0.016646625259164306,0.9649209486166008,0.012552713454459052,0.6176348547717843,0.02589831623288721,0.271177015755329,0.04365413631091328
Video,5,validation,0.3062793212877447,0.010931939845615963,0.26780027833237485,0.0039810829541744985,0.5735455880701281,0.01725427076127537,0.2859616531630985,0.02475886727340755,0.8805302402651201,0.04494337935649525,0.5844025157232704,0.02685468309611702,0.2557040082219938,0.014559982264893249
Video,10,train,0.29805224722809587,0.009838584469340614,0.30352179381208294,0.004963050779778076,0.6332086361921561,0.002515296684084281,0.3477554200622764,0.02254499817074268,0.9761857707509881,0.013078428143114945,0.6060165975103734,0.03633038669346748,0.31742354031510656,0.05319227838236722
Video,10,validation,0.35587440331587683,0.02366414425125033,0.3120074887352294,0.007883793905703955,0.5887267070512087,0.017432487805405187,0.29123928925130277,0.029933228427732862,0.8977630488815244,0.0481158347317489,0.5773584905660377,0.06565628074644218,0.2910585817060637,0.06449239014179371
Video,20,train,0.3186810890410366,0.024727782843000375,0.3293911896160534,0.01455623454229564,0.639186563233717,0.013841549650813472,0.3515227926925296,0.026117173574319447,0.9882411067193676,0.012540066861182928,0.595954356846473,0.051873702914340035,0.33336422613531047,0.0820953616602605
Video,20,validation,0.4169659032554954,0.033992612025735794,0.3742045941888653,0.0195407324898911,0.6019455158544375,0.023015557666000285,0.31346838384164266,0.04656901645703506,0.9343827671913836,0.062138635726165466,0.5433962264150943,0.050760600689260554,0.32805755395683456,0.05414200107507969
