application,window,seed,partition,n,silhouette_n,ari,ami,mapped_balanced_accuracy,silhouette,occupied_clusters,recall_low,recall_medium,recall_high
SFTP,50,42,train,11648,1000,0.3516370085656642,0.38969940693785005,0.574473475338927,0.43968501940155047,3,0.9495614035087719,0.34195987205583017,0.4318991504521787
SFTP,50,42,validation,3686,1000,0.2897859440811672,0.3524864198288685,0.5069160174741816,0.41908296438268455,3,0.8094910591471802,0.29509713228492135,0.4161598609904431
SFTP,50,84,train,11648,1000,0.3519405704482094,0.38971839469275954,0.5756077811585935,0.4393841995100644,3,0.95,0.34108752544344284,0.43573581803233763
SFTP,50,84,validation,3686,1000,0.2899431804135461,0.35271450272346894,0.50689726425767,0.41908296438268455,3,0.8094910591471802,0.29417206290471787,0.41702867072111205
SFTP,50,123,train,11648,1000,0.3792010869324466,0.3655596203479203,0.6277267029607412,0.4019427549802873,3,0.9254385964912281,0.1799941843559174,0.7777473280350781
SFTP,50,123,validation,3686,1000,0.31452836841913706,0.36215061635516205,0.3933637931558897,0.33719448121421863,3,0.7448418156808804,0.14246068455134134,0.29278887923544744
SFTP,100,0,train,11648,1000,0.5351485206287618,0.5312416218486763,0.7725584831402679,0.42456569576596664,3,0.9285087719298246,0.4669962198313463,0.9221704576596328
SFTP,100,0,validation,3686,1000,0.44392461830929625,0.46630389631799,0.7121495323290327,0.2998076966006381,3,0.7517193947730398,0.44033302497687327,0.944396177237185
SFTP,100,21,train,11648,1000,0.3602965213720735,0.39516211463452333,0.5561460401712237,0.4463855174433185,3,0.9307017543859649,0.0,0.7377363661277062
SFTP,100,21,validation,3686,1000,0.24174004124286616,0.3225026200073842,0.49831635748433173,0.38218206298560375,3,0.7634112792297112,0.0,0.731537793223284
SFTP,100,42,train,11648,1000,0.48300153485394376,0.4933392631805128,0.7382165027440761,0.4240316640258321,3,0.9302631578947368,0.46059901134050596,0.8237873389969855
SFTP,100,42,validation,3686,1000,0.3447076423281681,0.3808754004270649,0.6459302085151203,0.303414896104349,3,0.7909215955983494,0.42923219241443106,0.7176368375325803
SFTP,100,84,train,11648,1000,0.535751465195668,0.5240441724411733,0.7762301124951976,0.39977311555934886,3,0.9100877192982456,0.4975283512649026,0.9210742669224445
SFTP,100,84,validation,3686,1000,0.48424521775514373,0.5512475663101358,0.7182585630411932,0.32420895871721317,3,0.7132049518569463,0.4606845513413506,0.9808861859252823
SFTP,100,123,train,11648,1000,0.35979554262159497,0.3874112072420826,0.5550864492234514,0.44612103971115025,3,0.931359649122807,0.0,0.7338996985475472
SFTP,100,123,validation,3686,1000,0.24833012265875057,0.3254527778302138,0.5050614839238331,0.38565773917617824,3,0.7723521320495186,0.0,0.7428323197219809
SMTP,1,0,train,7524,1000,0.26638057574248347,0.214807971933556,0.5458689712080539,0.4255281466003689,3,0.8728677180560026,0.17966360856269112,0.585075587005468
SMTP,1,0,validation,2310,1000,0.07756189210960425,0.10328692687902204,0.5389895049688864,0.33519484910722724,3,0.4175257731958763,0.6324324324324324,0.5670103092783505
SMTP,1,21,train,7524,1000,0.2682952637300032,0.214040461333823,0.5499485701250718,0.43639223883082306,3,0.8709365947859672,0.15137614678899083,0.6275329688002573
SMTP,1,21,validation,2310,1000,0.07836343004763906,0.109197338578232,0.5297761679204979,0.3579368835022978,3,0.4175257731958763,0.581081081081081,0.5907216494845361
SMTP,1,42,train,7524,1000,0.2796769526038362,0.2212844730082075,0.5672960741015326,0.4601418240627727,3,0.894110074026392,0.1529051987767584,0.6548729495014474
SMTP,1,42,validation,2310,1000,0.08849813916796453,0.11285567527532182,0.5374013188446178,0.35976067112392945,3,0.49587628865979383,0.5297297297297298,0.5865979381443299
SMTP,1,84,train,7524,1000,0.27730806247865186,0.22084464304743784,0.5590005794531466,0.43978412610829654,3,0.8812359188928227,0.1643730886850153,0.6313927307816019
SMTP,1,84,validation,2310,1000,0.07945953796758147,0.10711630103629091,0.5345871644840717,0.35394109421474707,3,0.4381443298969072,0.581081081081081,0.5845360824742268
SMTP,1,123,train,7524,1000,0.2678077254095503,0.2136916003750985,0.558069026086304,0.4557170839730173,3,0.8867074348245897,0.1345565749235474,0.6529430685107752
SMTP,1,123,validation,2310,1000,0.09012060178352552,0.11942873015982515,0.5413857156125198,0.3713601904738948,3,0.47216494845360824,0.5540540540540541,0.5979381443298969
SMTP,3,0,train,7524,1000,0.34466780834891925,0.27303184069703923,0.5873159444971332,0.37144884224168184,3,0.9028001287415514,0.13608562691131498,0.7230620778385333
SMTP,3,0,validation,2310,1000,0.09407659902308296,0.13662421598250402,0.5521593758707161,0.21410251438443714,3,0.42577319587628865,0.572972972972973,0.6577319587628866
SMTP,3,21,train,7524,1000,0.32258959376468643,0.26224268393239325,0.5686623776785923,0.38804225781647705,3,0.9195365304151915,0.12996941896024464,0.6564811836603409
SMTP,3,21,validation,2310,1000,0.041529121579057304,0.08547029571078725,0.4324138571561252,0.1986023278073091,3,0.4927835051546392,0.24054054054054055,0.5639175257731959
SMTP,3,42,train,7524,1000,0.3482033260496473,0.273941713713924,0.5875687160294891,0.3705097591613798,3,0.8931445123913743,0.13685015290519878,0.7327114827918945
SMTP,3,42,validation,2310,1000,0.10299907535602612,0.14877516760481113,0.5632673911024426,0.2086394623229131,3,0.3979381443298969,0.6135135135135135,0.6783505154639176
SMTP,3,84,train,7524,1000,0.29535863643581256,0.2609951235575359,0.5507318829824975,0.37696138783054983,3,0.909237206308336,0.24311926605504589,0.49983917658411064
SMTP,3,84,validation,2310,1000,0.08189482561697198,0.1198657822848832,0.3529581127519272,0.18070094884221222,3,0.4690721649484536,0.21351351351351353,0.37628865979381443
SMTP,3,123,train,7524,1000,0.2777378033645785,0.24426075193806404,0.5335192241464581,0.3140670811513476,3,0.839073060830383,0.382262996941896,0.37922161466709553
SMTP,3,123,validation,2310,1000,0.08247325737097695,0.12078297568742216,0.2576855205721185,0.15508630190804013,3,0.30721649484536084,0.20810810810810812,0.25773195876288657
SMTP,5,0,train,7524,1000,0.3726893474881685,0.29049521821498187,0.5974989429447327,0.38814463798142346,3,0.891213389121339,0.13608562691131498,0.7651978128015439
