pRetran,SrcRetra,PCRatio,SrcWin,SrcLoss,DstRate,SrcLoad,Load,DstLoad,TcpRtt,Sum,AckDat,dTtl,Min,pLoss,DstLoss,Loss,StdDev,Rate,SrcRate,IdleTime,Dur,SrcPkts,SrcGap,DstBytes,DstGap,sTtl,DstWin,TotPkts,DstPkts,Mean,SrcBytes,TotBytes,dMeanPktSz,DstRetra,SynAck,label
0.0,0.0,-0.0,64128.0,0.0,35.396141,32422.865234,190431.234375,158008.375,0.061372,0.16951,0.060876,64.0,0.16951,0.0,0.0,0.0,0.0,76.691635,35.396141,1721542400.0,0.16951,7.0,0.0,3905.0,0.0,62.0,31872.0,14.0,7.0,0.16951,801.0,4706.0,557.857117,0.0,0.000496,HTTP
0.0,0.0,-0.0,64128.0,0.0,25.868538,31766.564453,87228.710938,55462.144531,0.061372,0.154628,0.060876,64.0,0.154628,0.0,0.0,0.0,0.0,64.671341,32.33567,1721542400.0,0.154628,6.0,0.0,1339.0,0.0,62.0,31872.0,11.0,5.0,0.154628,736.0,2075.0,267.799988,0.0,0.000496,HTTP
0.0,0.0,-0.0,58752.0,0.0,64.349236,49986.484375,560662.0,510675.53125,0.061868,0.155402,0.060873,64.0,0.155402,0.0,0.0,0.0,0.0,135.133392,64.349236,1721542400.0,0.155402,11.0,0.0,10912.0,0.0,62.0,31872.0,22.0,11.0,0.155402,1068.0,11980.0,992.0,0.0,0.000995,HTTP
0.0,0.0,-0.0,168064.0,0.0,241.894714,95284.851562,2863802.25,2768517.5,0.060642,0.27698,0.060642,64.0,0.27698,0.0,0.0,0.0,0.0,407.97168,162.466599,1721542400.0,0.27698,46.0,0.0,97283.0,0.0,62.0,31872.0,114.0,68.0,0.27698,3372.0,100655.0,1430.632324,0.0,0.0,HTTP
0.0,0.0,-0.0,64128.0,0.0,88.163635,66876.125,738009.75,671133.625,0.061547,0.124768,0.06105,64.0,0.124768,0.0,0.0,0.0,0.0,184.342148,88.163635,1721542400.0,0.124768,12.0,0.0,11418.0,0.0,62.0,31872.0,24.0,12.0,0.124768,1137.0,12555.0,951.5,0.0,0.000497,HTTP
0.0,0.0,-0.0,116864.0,0.0,193.957642,72350.0,2245405.75,2173055.75,0.061547,0.262944,0.06105,64.0,0.262944,0.0,0.0,0.0,0.0,315.656555,117.895821,1721542400.0,0.262944,32.0,0.0,72824.0,0.0,62.0,31872.0,84.0,52.0,0.262944,2454.0,75278.0,1400.461548,0.0,0.000497,HTTP
0.0,0.0,-0.0,8222720.0,0.0,0.0,8386.568359,8386.568359,0.0,0.000502,0.06105,0.0,64.0,0.06105,0.0,0.0,0.0,0.0,32.760033,16.380016,1721542400.0,0.06105,2.0,0.0,74.0,0.0,62.0,4077568.0,3.0,1.0,0.06105,128.0,202.0,74.0,0.0,0.000502,HTTP
0.0,0.0,-0.0,62592.0,0.0,48.359406,40944.296875,252951.9375,212007.640625,0.060949,0.124071,0.060452,64.0,0.124071,0.0,0.0,0.0,0.0,96.718811,40.299507,1721542400.0,0.124071,6.0,0.0,3835.0,0.0,62.0,31872.0,13.0,7.0,0.124071,761.0,4596.0,547.857117,0.0,0.000497,HTTP
0.0,0.0,-0.0,8222720.0,0.0,0.0,8332.519531,8332.519531,0.0,0.000497,0.061446,0.0,64.0,0.061446,0.0,0.0,0.0,0.0,32.548904,16.274452,1721542400.0,0.061446,2.0,0.0,74.0,0.0,62.0,4077568.0,3.0,1.0,0.061446,128.0,202.0,74.0,0.0,0.000497,HTTP
0.0,0.0,-0.0,64128.0,0.0,40.299507,41073.253906,157909.578125,116836.328125,0.061446,0.124071,0.060949,64.0,0.124071,0.0,0.0,0.0,0.0,88.658913,40.299507,1721542400.0,0.124071,6.0,0.0,2174.0,0.0,62.0,31872.0,12.0,6.0,0.124071,764.0,2938.0,362.333344,0.0,0.000497,HTTP
0.0,0.0,-0.0,121216.0,0.0,186.430161,79015.953125,2138635.5,2059619.625,0.061622,0.262833,0.060822,64.0,0.262833,0.0,0.0,0.0,0.0,315.789886,125.555008,1721542400.0,0.262833,34.0,0.0,69047.0,0.0,62.0,31872.0,84.0,50.0,0.262833,2674.0,71721.0,1380.939941,0.0,0.0008,HTTP
0.0,0.0,-0.0,113408.0,0.0,173.649536,76160.640625,2009268.125,1933107.5,0.061615,0.293695,0.061116,64.0,0.293695,0.0,0.0,0.0,0.0,299.630554,122.576141,1721542400.0,0.293695,37.0,0.0,72359.0,0.0,62.0,31872.0,89.0,52.0,0.293695,2873.0,75232.0,1391.519287,0.0,0.000499,HTTP
0.0,0.0,-0.0,64128.0,0.0,31.744774,40315.863281,127106.070312,86790.210938,0.061615,0.126005,0.061116,64.0,0.126005,0.0,0.0,0.0,0.0,79.361931,39.680965,1721542400.0,0.126005,6.0,0.0,1708.0,0.0,62.0,31872.0,11.0,5.0,0.126005,762.0,2470.0,341.600006,0.0,0.000499,HTTP
0.0,0.0,-0.0,137600.0,0.0,207.558533,82125.125,2440208.0,2358082.75,0.061519,0.293893,0.060734,64.0,0.293893,0.0,0.0,0.0,0.0,343.662476,132.701355,1721542400.0,0.293893,40.0,0.0,88048.0,0.0,62.0,31872.0,102.0,62.0,0.293893,3094.0,91142.0,1420.129028,0.0,0.000785,HTTP
0.0,0.0,-0.0,203136.0,0.0,274.890991,103420.101562,3257733.25,3154313.0,0.061333,0.261922,0.061333,64.0,0.261922,0.0,0.0,0.0,0.0,454.33374,175.624802,1721542400.0,0.261922,47.0,0.0,104707.0,0.0,62.0,31872.0,120.0,73.0,0.261922,3459.0,108166.0,1434.342407,0.0,0.0,HTTP
0.0,0.0,-0.0,64128.0,0.0,42.915508,44288.804688,233391.703125,189102.890625,0.061736,0.116508,0.061238,64.0,0.116508,0.0,0.0,0.0,0.0,94.414116,42.915508,1721542400.0,0.116508,6.0,0.0,3304.0,0.0,62.0,31872.0,12.0,6.0,0.116508,774.0,4078.0,550.666687,0.0,0.000498,HTTP
0.0,0.0,-0.0,62592.0,0.0,39.779884,34953.257812,223934.234375,188980.96875,0.060608,0.15083,0.058625,64.0,0.15083,0.0,0.0,0.0,0.0,86.189751,39.779884,1721542400.0,0.15083,7.0,0.0,4156.0,0.0,62.0,31872.0,14.0,7.0,0.15083,768.0,4924.0,593.714294,0.0,0.001983,HTTP
0.0,0.0,-0.0,62592.0,0.0,40.042713,34917.246094,198558.46875,163641.21875,0.060115,0.14984,0.058625,64.0,0.14984,0.0,0.0,0.0,0.0,86.759209,40.042713,1721542400.0,0.14984,7.0,0.0,3575.0,0.0,62.0,31872.0,14.0,7.0,0.14984,762.0,4337.0,510.714294,0.0,0.00149,HTTP
0.0,0.0,-0.0,64128.0,0.0,33.258614,30863.992188,161929.53125,131065.546875,0.060115,0.150337,0.058625,64.0,0.150337,0.0,0.0,0.0,0.0,73.168953,33.258614,1721542400.0,0.150337,6.0,0.0,2955.0,0.0,62.0,31872.0,12.0,6.0,0.150337,696.0,3651.0,492.5,0.0,0.00149,HTTP
